Road Name,Carriageway Start Name,Carriageway End Name,Description (location of traffic count),Direction,Count Start Date,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total
GIBBONS RD (MANUREWA),HUBER ST,BOOKER PL,E1765437  N5898574,Both,2018/8/17,519,568,800,578,88,,98,,75,,96%,1%,2%,0%,0%,3%
GLOUCESTER RD,BROWNS RD,BERKELEY RD,E1767001  N5901748,Both,2018/8/17,2773,2643,2524,2111,303,,332,,415,,97%,0%,3%,0%,0%,3%
GRAY AVE,MASSEY RD,DREIFUSS PL,E1763180  N5907768,Both,2018/7/27,11916,11235,10852,8214,935,,775,,1022,,95%,0%,4%,0%,0%,4%
GRAY AVE,ROSELLA RD,ORAKAU RD,E1763495  N5907518,Both,2018/7/27,11239,10247,8971,6562,1097,,693,,985,,96%,0%,3%,0%,0%,3%
GREENWOOD RD,ASCOT RD,ISLAND RD,E1758606  N5906989,Both,2018/7/24,3198,2508,921,643,314,,185,,769,,91%,0%,7%,1%,0%,7%
HAIN AVE,MASSEY RD,CALVERT AVE,E1762693  N5907397,Both,2018/7/27,4848,4755,5435,3613,534,,493,,471,,97%,0%,2%,0%,0%,2%
HARANIA AVE,FAVONA RD,JURY PL,E1761115  N5909119,Both,2018/7/26,5466,5342,5569,4493,412,,440,,500,,95%,0%,4%,1%,0%,5%
HENWOOD RD (PAPATOETOE),MASSEY RD,GEOFFREY PL,E1761995  N5906571,Both,2018/8/7,7163,6853,6719,5435,786,,517,,683,,96%,0%,3%,0%,0%,4%
IDLEWILD AVE,VISCOUNT ST,VALIANT ST,E1759480  N5907378,Both,2018/7/24,6760,6375,6200,4626,703,,476,,659,,93%,0%,6%,1%,0%,6%
JAMES FLETCHER DR,SAVILL DR,BEACH RD,E1762145  N5909237,Both,2018/8/7,22781,20484,17251,12230,1755,,1649,,1800,,88%,1%,9%,2%,1%,11%
KIRKBRIDE RD,MCKENZIE RD (AT TEE),MOUNTAIN RD RAB,E1758850  N5907908,Both,2018/7/24,2777,2563,2198,1856,257,,200,,534,,93%,0%,5%,1%,0%,6%
KIRKBRIDE RD,VISCOUNT ST,IDLEWILD AVE,E1758944  N5907150,Both,2018/7/24,11634,10206,7410,5866,802,,781,,1295,,84%,1%,14%,1%,0%,15%
MAHUNGA DR,WALMSLEY RD,RYMER PL,E1759986  N5909183,Both,2018/8/7,17626,15742,12351,9712,1577,,1295,,1641,,89%,1%,8%,1%,1%,10%
MASCOT AVE,FRIESIAN DR,CANNING CRES,E1760503  N5906640,Both,2018/7/25,9802,9411,9572,7294,761,,781,,861,,96%,1%,3%,1%,0%,3%
MASSEY RD,TENNESSEE AVE,FERGUSON ST,E1762838  N5907602,Both,2018/7/26,23454,22509,22783,17512,1611,,1651,,1663,,94%,1%,4%,1%,0%,5%
MASSEY RD,YATES RD,BUCKLAND RD,E1762447  N5907225,Both,2018/7/26,23063,22318,22533,18380,1551,,1600,,1552,,93%,1%,5%,1%,0%,6%
MCINTYRE RD,CORONATION RD RAB,WOODWARD AVE,E1759003  N5909931,Both,2018/7/24,2422,2363,2344,2086,216,,249,,473,,96%,0%,2%,0%,0%,3%
MCKENZIE RD (MANGERE),BETULA PL,TARATA CRES,E1759161  N5907958,Both,2018/7/24,10129,8873,6435,5030,776,,715,,1047,,86%,1%,11%,1%,1%,13%
MCKENZIE RD (MANGERE),KIRKBRIDE RD (AT TEE),VALIANT ST,E1759025  N5907647,Both,2018/7/24,9170,7916,5393,4169,678,,639,,1083,,85%,1%,12%,1%,1%,15%
MCKENZIE RD (MANGERE),WALMSLEY RD,CORONATION RD RAB,E1759501  N5908804,Both,2018/8/7,17333,16556,16074,13150,1390,,1317,,1394,,91%,1%,6%,1%,0%,8%
MCKINSTRY AVE,CRANMERE CRES,PIKE PL,E1760959  N5907737,Both,2018/8/7,4351,4248,4166,3812,462,,329,,464,,96%,0%,3%,0%,0%,4%
MCKINSTRY AVE,PIKE PL,MCNAUGHTON AVE,E1761053  N5907871,Both,2018/7/25,4341,4245,4400,3609,445,,342,,517,,95%,0%,4%,0%,0%,4%
MILAN RD,PUHINUI RD,TUTERE RD,E1764516  N5904602,Both,2018/8/8,954,924,967,726,115,,89,,114,,96%,0%,3%,1%,0%,4%
MILLER RD,MCKENZIE RD,MOUNTAIN RD,E1759195  N5908615,Both,2018/7/24,5760,5177,4059,3382,670,,455,,605,,91%,1%,8%,0%,0%,8%
PAH RD (PAPATOETOE),WYLIE RD,MARGARET RD,E1764347  N5905010,Both,2018/8/8,8219,7741,7212,5878,894,,571,,937,,96%,1%,3%,0%,0%,4%
PALMERS RD,WEYMOUTH RD RAB,BARNEYS FARM RD,E1766042  N5899644,Both,2018/8/17,8230,7914,7681,6568,728,,642,,748,,96%,0%,3%,0%,0%,4%
PLUNKET AVE,STAFFORD AVE,BRETT AVE,E1765743  N5904709,Both,2018/8/9,6417,5578,4057,2902,607,,499,,670,,92%,0%,7%,1%,0%,7%
PORTAGE RD (WEST),MCDONALD RD,HOKIANGA ST,E1763423  N5906256,Both,2018/8/7,6673,6129,5434,4103,880,,470,,692,,96%,1%,3%,0%,0%,3%
PORTAGE RD (WEST),PARK AVE,PHOENIX PL,E1763637  N5906443,Both,2018/8/7,15243,14755,15059,12010,1308,,1163,,1325,,96%,1%,3%,0%,0%,3%
PORTAGE RD (WEST),SKIPTON ST,CLAUDE AVE,E1763003  N5905760,Both,2018/8/7,10090,9110,7578,5742,1262,,672,,1106,,96%,1%,3%,0%,0%,3%
PUHINUI RD (EAST),EDORVALE AVE,BROOKSWAY ST,E1766613  N5905327,Both,2018/8/9,19694,18237,16126,13061,1559,,1433,,1767,,95%,1%,3%,1%,0%,4%
PUHINUI RD (EAST),GRAYSON AVE,PLUNKET AVE,E1765718  N5904959,Both,2018/8/17,16807,15585,14001,11062,1438,,1164,,1576,,95%,1%,3%,0%,0%,4%
PUHINUI RD (EAST),NORMAN SPENCER DR,YORK ST,E1765966  N5905063,Both,2018/8/9,15294,14114,12360,9968,1324,,1063,,1467,,95%,1%,3%,0%,0%,4%
PUHINUI RD (WEST),VISION PL,SH 20B RAMPS (END ISLAND RHS),E1764204  N5904336,Both,2018/8/8,20708,19482,18071,14767,1630,,1463,,1552,,93%,1%,4%,1%,0%,5%
PUHINUI RD (WEST),WYLLIE RD,VISION PL,E1764300  N5904384,Both,2018/8/8,20826,19589,18130,14862,1656,,1449,,1552,,94%,1%,4%,1%,0%,5%
RAGLAN ST,BUCKLAND RD,KAIRANGA ST,E1762618  N5906819,Both,2018/7/27,2851,2826,3015,2513,282,,225,,272,,97%,0%,2%,0%,0%,2%
RICHARD PEARSE DR,MONTGOMERIE RD RAB,AIRPARK DR (NORTH),E1758514  N5905546,Both,2018/7/25,10612,8523,3547,3055,883,,836,,791,,75%,1%,15%,5%,1%,22%
RIMU RD (MANGERE),CORONATION RD RAB,CRAWFORD RD,E1759219  N5910185,Both,2018/7/24,14278,13437,12212,10457,1247,,1075,,1898,,93%,1%,4%,1%,0%,5%
ROBERTSON RD (MANGERE),BARI LANE,DOLBEL PL,E1761167  N5907192,Both,2018/7/26,9628,9276,9539,7253,902,,761,,954,,95%,1%,4%,0%,0%,4%
ROBERTSON RD (MANGERE),CALTHORP CL,MCKINSTRY AVE,E1760742  N5907996,Both,2018/7/26,17271,16737,17292,13513,1424,,1345,,1617,,95%,1%,4%,0%,0%,5%
ROBERTSON RD (MANGERE),CAMEO COURT RD,GADSBY RD,E1760650  N5908263,Both,2018/7/26,16224,15663,16027,12492,1349,,1249,,1516,,96%,1%,3%,0%,0%,4%
ROBERTSON RD (MANGERE),STEVEN ST,VON STURMER ST,E1761590  N5906901,Both,2018/7/26,10233,9808,10038,7454,940,,813,,1001,,95%,1%,4%,0%,0%,4%
ROBERTSON RD (MANGERE),WALMSLEY RD,TILBERG ST,E1760506  N5908787,Both,2018/7/26,11807,11323,11456,8770,981,,908,,1096,,95%,1%,4%,0%,0%,4%
SAVILL DR,MASSEY RD,ALDERMAN PL,E1763171  N5908314,Both,2018/7/27,7564,6656,5054,3716,589,,552,,775,,86%,1%,10%,2%,1%,13%
SHIRLEY RD (PAPATOTOE),OMANA RD,CAMBOURNE RD,E1765069  N5906881,Both,2018/8/8,14636,14088,13766,11667,1224,,969,,1220,,94%,1%,5%,0%,0%,5%
SHIRLEY RD (PAPATOTOE),TRIMMER TCE,CORONATION RD RAB,E1764802  N5906595,Both,2018/8/8,14629,13876,12959,11023,1171,,940,,1187,,95%,1%,4%,0%,0%,4%
SKIPTON ST,CRAMOND DR,HADDON ST,E1762541  N5905975,Both,2018/8/7,3270,3037,2709,2201,472,,231,,421,,97%,0%,2%,0%,0%,2%
ST GEORGE ST,CARRUTH RD RAB,WARWICK AVE,E1765510  N5905858,Both,2018/8/8,13629,13350,13585,11720,993,,990,,1055,,95%,1%,3%,1%,0%,4%
ST GEORGE ST,KINGSWOOD RD,SCOTT RD,E1765772  N5906136,Both,2018/8/8,12183,11771,11673,9806,933,,867,,1042,,96%,1%,3%,0%,0%,3%
STATION RD (PAPATOETOE),ASHLYNNE AVE,GRAY AVE (LIGHTPOLE LHS),E1763890  N5906532,Both,2018/8/8,21248,20410,20371,16258,1743,,1553,,1778,,96%,1%,3%,0%,0%,3%
STATION RD (PAPATOETOE),PEVERILL CRES,SPRING ST,E1764264  N5906214,Both,2018/8/8,21329,20529,20664,16395,1783,,1544,,1748,,95%,1%,3%,0%,0%,4%
SWAFFIELD RD,MCLEAN AVE,MIDDLEMORE CRES (SOUTH),E1764134  N5906995,Both,2018/8/8,13235,12214,10506,8817,990,,920,,1182,,95%,0%,4%,0%,0%,4%
TENNESSEE AVE,FARMER ST,WICKMAN WAY,E1762204  N5908064,Both,2018/7/26,7289,6950,6899,5304,648,,539,,770,,97%,0%,2%,0%,0%,3%
TENNESSEE AVE,MASSEY RD,DRIVER RD (RHS),E1762848  N5907795,Both,2018/7/26,5001,4777,4753,3683,429,,364,,501,,97%,0%,3%,0%,0%,3%
THOMAS RD (MANGERE),MASSEY RD,CORNWALL RD,E1759996  N5906336,Both,2018/7/25,5333,5263,5663,4512,455,,437,,497,,94%,0%,3%,2%,0%,5%
TIDAL RD,COLIN ST,WAOKAURI PL,E1761917  N5906116,Both,2018/7/26,9694,8541,6553,4765,1027,,623,,1014,,92%,1%,6%,1%,0%,7%
TIDAL RD,GEE PL,PORTAGE RD (VALVE LHS),E1762460  N5905758,Both,2018/7/26,8094,7219,5761,4298,953,,487,,979,,96%,1%,3%,0%,0%,4%
VICKERS CRES,VALIANT ST (WEST),VALIANT ST (EAST),E1759251  N5907699,Both,2018/7/24,280,262,258,179,26,,29,1115,35,,95%,0%,2%,1%,0%,3%
VINE ST (MANGERE),MASSEY RD,DRIVER RD,E1762926  N5908002,Both,2018/7/26,5797,5611,5735,4558,462,,392,1115,517,,95%,0%,4%,1%,0%,4%
WAKEFIELD RD,ROBERTSON RD,BURBRIDGE RD,E1760733  N5908533,Both,2018/7/26,4693,4538,4695,3608,461,,351,1115,467,,95%,0%,4%,1%,0%,5%
WALLACE RD (MANGERE),KEA PL,RIDGEMOUNT RISE,E1758153  N5909296,Both,2018/7/24,5797,5408,4837,4037,572,,436,1115,820,,94%,1%,4%,1%,0%,5%
WALLACE RD (PAPATOETOE),ST GEORGE ST,FAIRVIEW RD,E1765082  N5905593,Both,2018/8/8,5365,5066,4679,3955,353,,383,1115,516,,95%,0%,4%,0%,0%,4%
WESTNEY RD,KIRKBRIDE RD,KOHINOOR AVE,E1759502  N5906196,Both,2018/7/25,12006,10386,6680,5989,1202,,858,1115,765,,94%,1%,4%,1%,0%,5%
WEYMOUTH RD,BLANES RD,ESTUARY RD,E1765738  N5898409,Both,2018/8/17,5455,5304,5163,4691,495,,455,1115,551,,95%,1%,3%,0%,0%,4%
WEYMOUTH RD,ROSCOMMON RD RAB,DAMIAN WAY,E1766283  N5899592,Both,2018/8/26,11539,11599,12671,10832,780,,917,1115,968,,96%,1%,3%,0%,0%,3%
WYLLIE RD (PAPATOETOE),GIFFORD RD,PUHINUI RD,E1764406  N5904627,Both,2018/8/8,16349,15860,15989,13285,1303,,1206,1115,1350,,94%,1%,5%,0%,0%,5%
WYLLIE RD (PAPATOETOE),TUTERE RD,PAH RD,E1764486  N5905158,Both,2018/8/16,12864,12474,12451,10547,921,,992,1115,1009,,95%,0%,2%,2%,0%,5%
YATES RD,ROYTON AVE,FERGUSON ST,E1762007  N5907714,Both,2018/7/26,4459,4297,4331,3453,472,,373,1115,513,,97%,0%,2%,0%,0%,3%
ONEHUNGA MALL,NEILSON ST,ONEHUNGA HARBOUR RD (AT TEE),E1759067  N5911671,Both,2018/10/15,23832,21874,19868,14089,1680,,1612,,1780,,83%,1%,6%,5%,2%,13%
DONOVAN ST,BLOCKHOUSE BAY RD RAB,RATHLIN ST,E1751583  N5912356,Both,2018/11/1,10795,10560,10518,9427,1134,,878,,816,,93%,1%,3%,2%,0%,5%
DONOVAN ST,BLOCKHOUSE BAY RD RAB,RATHLIN ST,E1751640  N5912368,Both,2018/11/1,8738,8688,8971,8155,618,,753,,835,,94%,0%,2%,3%,0%,5%
KALMIA ST,SULTAN ST,MAIN HIGHWAY,E1761033  N5914960,Both,2018/10/24,8651,7318,4468,3502,1134,,666,,822,,90%,0%,4%,2%,0%,7%
QUEEN ST (ONEWA) - SITE 1,BEACH RD (ONEWA),CLARENCE RD,E1755692  N5923843,Both,2018/10/5,2242,2403,3301,2310,161,,255,,299,,90%,0%,8%,1%,0%,9%
ALBERTON AVE,LLOYD AVE,MT ALBERT RD,E1753504  N5916349,Both,2018/9/12,5290,4879,3933,3770,786,,379,,549,,97%,0%,1%,0%,0%,2%
ALLENDALE RD,MT ALBERT RD,LLOYD AVE,E1753043  N5916471,Both,2018/9/12,1127,1074,1055,829,105,,136,,167,,95%,0%,3%,0%,0%,3%
ALLENDALE RD,STILWELL RD,MT ALBERT RD,E1752900  N5916303,Both,2018/9/12,3174,2980,2608,2382,325,,266,,432,,95%,0%,2%,1%,0%,2%
KITENUI AVE,LLOYD AVE,MT ALBERT RD,E1753268  N5916354,Both,2018/9/12,2352,2128,1637,1504,469,,145,,305,,95%,0%,2%,1%,0%,3%
QUEEN ST (ONEWA) - SITE 2,BEACH RD (ONEWA),CLARENCE RD,E1755692  N5923843,Both,2018/10/5,2233,2395,3301,2296,159,,251,,303,,93%,0%,4%,1%,0%,5%
SCENIC DR (TITIRANGI),TITIRANGI RD RAB,WOODLANDS PARK RD (START ISL LHS),E1747199  N5910530,Both,2018/10/15,6417,6362,6476,5977,547,,575,,640,,95%,1%,2%,0%,0%,2%
SUMMIT DR (MT ALBERT),MT ALBERT RD,SADGROVE TCE,E1753238  N5916256,Both,2018/9/12,1194,1144,1110,931,169,,103,,132,,97%,0%,2%,1%,0%,2%
TE ATATU RD,ELCOAT AVE,TAITUA DR,E1746677  N5916954,Both,2018/10/15,20646,19605,17807,16201,1604,,1413,,1686,,93%,1%,4%,1%,0%,5%
TE ATATU RD,TIRIMOANA RD,CRON AVE,E1746648  N5916716,Both,2018/10/15,20018,18997,17185,15700,1582,,1347,,1622,,93%,1%,4%,1%,0%,6%
WILLCOTT ST,BENFIELD AVE,WOODWARD RD,E1752583  N5916529,Both,2018/9/12,1576,1511,1379,1317,217,,140,,165,,95%,0%,1%,1%,0%,3%
ABBOTTS WAY,GRAND DR,KENNETH SMALL PL,E1762476  N5916113,Both,2018/8/13,22270,21569,22191,17445,1840,,2114,,2010,,95%,0%,3%,1%,0%,4%
ALLUM ST,KOHIMARAMA RD,HOPKINS CRES (SOUTH),E1764234  N5918762,Both,2018/8/13,4213,4104,4411,3251,480,,452,,438,,93%,0%,1%,2%,0%,3%
ARNEY RD (REMUERA),ARNEY CRES,BELL RD,E1759626  N5917907,Both,2018/8/13,3265,2977,2561,1950,667,,225,,322,,87%,0%,3%,3%,0%,7%
ASCOT AVE (REMUERA),COTTER AVE,GREEN LANE EAST (LHS),E1760549  N5916360,Both,2018/8/13,10868,10664,10771,9538,832,,805,,803,,95%,0%,2%,1%,0%,3%
ASCOT AVE (REMUERA),GREEN LANE EAST (LHS),ELLERSLIE RACECOURSE DR RAB,E1760506  N5916068,Both,2018/8/13,2819,2486,1803,1505,407,,302,,262,,96%,0%,3%,1%,0%,3%
BASSETT RD (REMUERA),ARNEY RD,SEAVIEW RD,E1759159  N5917792,Both,2018/8/13,3752,3381,2696,2206,454,,301,,465,,96%,0%,2%,1%,0%,3%
BAY RD (ST HELIERS),VALE RD,RIDDELL RD,E1766456  N5919904,Both,2018/8/30,1424,1319,1246,869,188,,115,,146,,87%,0%,7%,3%,0%,10%
COATES AVE,REIHANA ST,NGAIO ST,E1762250  N5919068,Both,2018/8/13,3205,3030,2913,2271,393,,274,,329,,88%,0%,9%,1%,0%,10%
COLLEGE RD (ST JOHNS),NGAHUE DR,PARK ENTRANCE,E1764052  N5916535,Both,2018/8/27,13109,12381,12060,9060,1197,,1285,,1358,,93%,1%,3%,1%,0%,5%
COLLEGE RD (ST JOHNS),SWAINSTON RD,THORP ST,E1764181  N5917183,Both,2018/8/27,16066,15305,15343,11458,1487,,1580,,1606,,95%,0%,3%,1%,0%,4%
EAST TAMAKI RD (EASTBOUND_OTARA) (SW),BAIRDS RD,FERGUSON RD,E1767155  N5907652,Both,2018/9/20,36661,34260,32074,24441,2759,,2463,,3057,,89%,2%,3%,3%,1%,8%
GOWING DR,ST JOHNS RD,MONKTON PL (LIGHTPOLE RHS),E1764348  N5917753,Both,2018/8/16,2678,2648,2795,2348,317,,261,,283,,96%,0%,2%,1%,0%,3%
GRAND DR (MEADOWBANK),ABBOTTS WAY,WINHALL RISE,E1762322  N5916457,Both,2018/8/16,6647,6441,6296,5553,624,,595,,659,,96%,0%,3%,0%,0%,3%
GREEN LANE EAST (CWCE),PEACH PDE (END ISLAND LHS),ASCOT AVE (SUMP RHS),E1760662  N5916296,Both,2018/8/27,26572,26153,27594,22619,1775,,2064,,1981,,92%,1%,3%,2%,0%,6%
GREEN LANE EAST (CWCE),REMUERA RD,GRAND VIEW RD,E1761033  N5916568,Both,2018/8/27,13198,13332,14919,12415,882,,1091,,1036,,95%,0%,3%,1%,0%,4%
HAMPTON DR,CHEVERTON PL (LIGHTPOLE LHS),GRAMPIAN RD RAB,E1764705  N5918703,Both,2018/8/16,1812,1706,1633,1244,273,,216,,215,,96%,1%,2%,1%,0%,2%
KEPA RD,DUDLEY RD,THATCHER ST,E1763418  N5919048,Both,2018/8/16,22929,21996,21559,17771,1743,,1852,,2047,,93%,0%,2%,2%,0%,4%
KEPA RD,KUPE ST,KURAHAUPO ST,E1762742  N5918923,Both,2018/8/16,19917,20298,23133,19368,1844,,1939,,2150,,95%,0%,2%,2%,0%,3%
KEPA RD,WIDTH CHANGE (END FOOTPATH RHS),DUDLEY RD,E1763323  N5919068,Both,2018/8/16,22413,21531,21159,17492,1695,,1822,,1957,,95%,0%,3%,1%,0%,4%
KOHIMARAMA RD,RAWHITIROA RD,HOLGATE RD,E1763724  N5919811,Both,2018/8/13,3280,3375,3742,3482,299,,426,,393,,94%,0%,3%,1%,0%,4%
KOHIMARAMA RD,ST HELIERS BAY RD,WHYTEHEAD CRES (SOUTH),E1764454  N5918299,Both,2018/8/13,25118,24082,23630,19351,2102,,2085,,2279,,95%,0%,3%,1%,0%,4%
KUPE ST,WIDTH CHANGE (DRIVEWAY #17),TOKOMARU ST,E1762610  N5919171,Both,2018/8/24,3594,3421,3117,2860,353,,253,,322,,95%,0%,3%,1%,0%,4%
LADIES MILE (REMUERA),MAINSTON RD,RICHARD FARRELL AVE,E1761219  N5916393,Both,2018/8/13,10270,9538,8729,6687,1257,,829,,1196,,92%,0%,3%,2%,0%,4%
LADIES MILE (REMUERA),PEACH PDE,ABBOTTS WAY,E1761303  N5916039,Both,2018/8/13,23590,22107,20718,16080,2119,,1775,,2039,,94%,0%,1%,2%,0%,3%
LADIES MILE (REMUERA),PUKERANGI CRES,MAIN HIGHWAY,E1761270  N5915126,Both,2018/8/13,5670,5191,4524,3463,550,,453,,723,,94%,0%,4%,1%,0%,5%
LONG DR,SPEIGHT RD,MELANESIA RD,E1765009  N5919746,Both,2018/8/13,3042,2900,2750,2336,388,,256,,325,,94%,0%,3%,1%,0%,4%
LUCERNE RD,REMUERA RD,VENTNOR RD,E1761593  N5916957,Both,2018/8/24,3352,3622,4759,3836,710,,450,,535,,97%,0%,1%,0%,0%,1%
LUCKENS RD,MOIRE RD,MATISSE DR,E1745738  N5923818,Both,2018/9/14,4977,4710,4340,3743,584,,367,,496,,94%,1%,5%,1%,0%,5%
MAIN HIGHWAY (EAST),ARTHUR ST,AMY ST,E1761430  N5914824,Both,2018/8/17,12988,11954,10355,8381,1199,,893,,1204,,93%,0%,3%,2%,0%,5%
MAIN HIGHWAY (EAST),CAWLEY ST,MOTORWAY ON_OFF RAMPS (AT TEE),E1761669  N5914743,Both,2018/8/17,14029,12995,11600,9221,1335,,998,,1336,,92%,0%,4%,2%,0%,6%
MAIN HIGHWAY (EAST),MICHAELS AVE,BALLARAT ST,E1762313  N5914841,Both,2018/8/30,26036,24632,23557,18688,2075,,2013,,2186,,90%,1%,4%,3%,1%,7%
MAIN HIGHWAY (EAST),ROBERT ST (LIGHTPOLE RHS),LADIES MILE,E1761158  N5914943,Both,2018/8/28,12410,11186,8882,7370,1474,,855,,1142,,94%,0%,2%,2%,0%,5%
MARKET RD (REMUERA) (CWCE),DROMORNE RD,MOTORWAY OVERBRIDGE (1ST ABUTMENT),E1759306  N5916841,Both,2018/8/30,14575,13299,11400,8823,1351,,1065,,1361,,96%,0%,3%,1%,0%,3%
MARUA RD (ELLERSLIE),BALLARAT ST (SOUTH),CELTIC CRES,E1762518  N5915586,Both,2018/8/13,9141,8190,6543,5082,850,,683,,1025,,93%,0%,4%,1%,0%,5%
MARUA RD (ELLERSLIE),CELTIC CRES,WHITES WAY,E1762374  N5915623,Both,2018/8/16,9143,8116,6232,4865,905,,640,,988,,94%,0%,3%,1%,0%,4%
MASKELL ST,BERWICK ST,SYLVIA RD,E1766148  N5919359,Both,2018/8/13,3935,3910,4454,3245,358,,430,,390,,95%,1%,3%,1%,0%,3%
MERTON RD (ST JOHNS),HOWARD HUNTER AVE,RONALD ALGIE PL,E1764701  N5916859,Both,2018/8/13,10309,9781,9617,7309,888,,1011,,961,,92%,0%,4%,3%,0%,6%
MITCHELSON ST,MOTORWAY UNDERPASS (MANHOLE),WALPOLE ST (AT TEE),E1760704  N5915540,Both,2018/8/15,2656,2427,1934,1774,345,,220,,346,,97%,0%,1%,1%,0%,1%
MORRIN RD,ELIZABETH KNOX PL,STONEFIELDS AVE RAB,E1764644  N5916246,Both,2018/8/13,14986,14034,13910,9398,1488,,1514,,1503,,93%,0%,4%,2%,0%,6%
MORRIN ST (ELLERSLIE),LADIES MILE,LONSDALE ST,E1761306  N5915378,Both,2018/8/13,11632,10825,9870,7745,1288,,1000,,977,,96%,0%,2%,1%,0%,3%
SWANSON RD (HENDERSON),FRANK EVANS PL,MIHINI RD,E1743971  N5918914,Both,2018/8/16,18646,17506,16330,12979,1569,,1363,,1382,,91%,0%,3%,3%,0%,6%
SWANSON RD (HENDERSON),LINCOLN RD (MANHOLE RHS),STURGES RD,E1744920  N5917844,Both,2018/8/16,26523,25406,24715,20508,1933,,1908,,2169,,92%,1%,2%,3%,1%,6%
SWANSON RD (HENDERSON),MIHINI RD,LARNOCH RD,E1743938  N5919003,Both,2018/8/19,18917,17723,16253,13223,1592,,1392,,1440,,94%,0%,3%,2%,0%,5%
SWANSON RD (HENDERSON),RAKICH PL,METCALFE RD RAB,E1743844  N5919173,Both,2018/8/16,25253,23936,22791,18499,2302,,1820,,1930,,92%,0%,3%,2%,0%,5%
SWANSON RD (HENDERSON),UNIVERSAL RD RAB,LANE CHANGE (SUMP LHS),E1743538  N5919380,Both,2018/8/16,17730,17080,16579,14328,1229,,1283,,1439,,92%,1%,4%,2%,0%,7%
TAIKATA RD,RIXON PL,EDGERTON RD,E1746523  N5921580,Both,2018/8/28,4760,4571,4416,3776,606,,454,,521,,94%,1%,3%,1%,0%,4%
TE ATATU RD,COVIL AVE,ROYAL VIEW RD,E1747196  N5919399,Both,2018/8/28,42246,40570,40218,32544,2788,,3078,,3079,,87%,2%,4%,4%,1%,9%
TE ATATU RD,DIVICH AVE,MCLEOD RD,E1746758  N5917467,Both,2018/8/16,19554,19169,19285,17131,1455,,1484,,1631,,93%,0%,4%,1%,0%,5%
TE ATATU RD,EDMONTON RD RAB,VERA RD,E1746914  N5918981,Both,2018/8/30,41379,39874,40034,32191,2712,,3124,,3241,,88%,2%,3%,4%,1%,8%
TE ATATU RD,JAEMONT AVE (NORTH),COVIL AVE,E1747110  N5919306,Both,2018/8/28,34128,28341,27748,0,2933,,2997,,3137,,85%,2%,4%,5%,1%,10%
TE ATATU RD,MCLEOD RD,ROBERTS RD,E1746730  N5917691,Both,2018/8/29,24131,23618,24395,20272,1853,,1831,,1987,,93%,0%,4%,1%,0%,6%
TE ATATU RD,STRID RD,WAKELING AVE,E1746815  N5918463,Both,2018/8/16,23354,23094,23925,20960,1591,,1793,,1882,,94%,0%,2%,2%,0%,4%
TE ATATU RD,TAIKATA RD RAB,HEREFORD ST,E1747254  N5921619,Both,2018/8/26,1979,1501,0,607,790,,659,,919,,95%,0%,3%,1%,0%,4%
TE ATATU RD,TIRIMOANA RD,CRON AVE,E1746642  N5916687,Both,2018/8/16,17431,17385,18291,16250,1544,,1458,,1712,,93%,0%,4%,1%,0%,5%
TE ATATU RD,TITOKI ST,OLD TE ATATU RD,E1747255  N5919480,Both,2018/8/27,30332,29067,28684,23127,2638,,2405,,2384,,92%,1%,1%,3%,1%,5%
TE ATATU RD,VINOGRAD DR,YEOVIL RD,E1747254  N5921073,Both,2018/8/27,24449,23577,23707,19086,1906,,1822,,1889,,94%,0%,3%,1%,0%,4%
TRIANGLE RD (WAITAKERE),BRIDGE (2ND ABUTMENT),WAIMUMU RD RAB,E1745158  N5920962,Both,2018/8/16,16527,15750,14046,13567,1217,,1104,,1364,,94%,0%,3%,1%,0%,5%
TRIANGLE RD (WAITAKERE),EXOTIC PL,LINCOLN PARK AVE,E1744528  N5921572,Both,2018/8/16,11163,10389,8145,8758,923,,746,,1044,,94%,0%,3%,1%,0%,5%
TRIANGLE RD (WAITAKERE),MAKORA RD,ELDER PL,E1744053  N5921963,Both,2018/8/16,8870,8377,7252,7039,806,,640,,751,,94%,0%,3%,1%,0%,4%
TRIANGLE RD (WAITAKERE),WIDTH CHANGE (POWERPOLE RHS),BRIDGE (1ST ABUTMENT),E1745158  N5920610,Both,2018/8/16,16801,16040,14346,13927,1190,,1116,,1390,,95%,0%,2%,2%,0%,4%
MAIN HIGHWAY (WEST),MOTORWAY OVERBRIDGE (1ST ABUTMENT),MOTORWAY OVERBRIDGE (2ND ABUTMENT),E1761003  N5915071,Both,2018/8/28,15870,13993,10437,8163,1815,,1107,,1498,,94%,0%,3%,2%,0%,5%
AUSTIN RD (DAIRY FLAT),KAHIKATEA FLAT RD,END OF SEAL,E1744697  N5944164,Both,2018/8/16,131,125,121,99,18,845,15,,19,,90%,2%,6%,1%,0%,7%
BALD HILL RD (RIVERHEAD),CHATHAM RD EAST,END OF SEAL,E1737242  N5940488,Both,2018/9/5,175,164,135,143,19,900,23,945,24,,65%,3%,16%,10%,5%,31%
BLACKBRIDGE RD (DAIRY FLAT),DRURY LANE,END OF SEAL,E1743554  N5938733,Both,2018/8/16,232,225,206,210,22,900,33,1215,29,,88%,4%,3%,1%,0%,4%
